"区名","count","D","Date"
"緑区",2375,"2021年11月1日",2021-11-01
"中央区",4410,"2021年11月1日",2021-11-01
"南区",4139,"2021年11月1日",2021-11-01
"市外",830,"2021年11月1日",2021-11-01
"計",11754,"2021年11月1日",2021-11-01
